teacher_id,competence_code,competence_nom,domaine,current_level_t3,current_level_t2,current_level_t1,current_level_t,gap_next_3m,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score
ENS023,GC_STRU,Structure Batiment,GC,2,3,3,2,0,1,0,-1,0.0,219,0.0,1,0,2.5,2,3,0,0,3,2,0.5,5,1,0.74,2,1,3.59,4,7,28.88
ENS007,ANG,Anglais Technique,SUP,3,3,1,1,0,0,-2,0,-0.67,50,0.42,0,1,2.0,1,3,0,2,1,2,0.5,4,3,0.59,2,2,4.35,4,1,27.65
ENS027,GESTION,Gestion de Projet,SUP,3,4,3,4,0,1,-1,1,0.33,301,0.0,1,0,3.5,3,4,0,0,2,3,0.67,2,2,0.85,1,0,2.71,3,10,19.17
ENS005,WEB_B,Developpement Web Back,WEB,1,1,2,1,2,0,1,-1,0.0,230,0.25,1,0,1.25,1,2,0,3,3,3,0.67,5,2,0.78,0,0,3.04,1,7,21.48
ENS015,SEC,Securite Informatique,RT,2,4,2,4,2,2,-2,2,0.67,34,0.17,0,0,3.0,2,4,0,0,1,1,1.0,4,2,0.78,2,1,3.74,3,1,25.88
ENS020,PROG,Programmation,GL,4,3,3,3,1,-1,0,0,-0.33,286,0.17,1,0,3.25,3,4,0,0,2,2,0.5,4,2,0.77,0,1,3.65,3,9,23.65
ENS022,RESEAU,Reseaux,RT,2,4,4,3,2,2,0,-1,0.33,348,0.42,1,0,3.25,2,4,0,0,3,2,0.5,2,0,0.68,1,1,3.66,1,11,17.22
ENS013,GC_STRU,Structure Batiment,GC,4,4,3,4,0,0,-1,1,0.0,206,0.42,1,0,3.75,3,4,0,0,3,1,1.0,0,0,0.58,0,1,3.43,2,6,12.76
ENS019,PROG,Programmation,GL,3,5,5,3,0,2,0,-2,0.0,40,0.08,0,0,4.0,3,5,2,0,3,1,1.0,1,1,0.93,3,1,2.62,2,1,17.89
ENS023,ANG,Anglais Technique,SUP,3,2,3,1,1,-1,1,-2,-0.67,306,0.17,1,1,2.25,1,3,0,1,1,3,0.67,1,3,0.76,0,0,2.79,2,10,14.38
ENS022,WEB_B,Developpement Web Back,WEB,1,1,2,1,3,0,1,-1,0.0,360,0.42,1,0,1.25,1,2,0,3,1,2,0.5,0,3,0.58,2,0,2.77,2,12,13.44
ENS028,BD,Bases de Donnees,INFO,3,1,1,3,2,-2,0,2,0.0,184,0.42,1,0,2.0,1,3,0,2,2,2,0.5,5,2,0.51,2,1,3.9,1,6,23.85
ENS003,RESEAU,Reseaux,RT,2,2,1,1,4,0,-1,0,-0.33,31,0.25,0,0,1.5,1,2,0,2,1,1,1.0,3,3,0.81,3,0,2.53,3,1,22.61
ENS030,GC_STRU,Structure Batiment,GC,1,3,2,3,3,2,-1,1,0.67,35,0.25,0,0,2.25,1,3,0,1,1,2,0.5,1,0,0.64,1,2,2.86,3,1,16.42
ENS010,PED,Pedagogie,SUP,1,2,2,1,2,1,0,-1,0.0,68,0.25,0,0,1.5,1,2,0,2,3,2,0.5,3,1,0.91,2,0,3.3,3,2,23.65
ENS024,GC_STRU,Structure Batiment,GC,3,3,2,2,0,0,-1,0,-0.33,38,0.17,0,0,2.5,2,3,0,0,1,1,1.0,1,3,0.74,3,1,3.41,3,1,20.02
ENS019,PROG,Programmation,GL,4,4,4,5,0,0,0,1,0.33,225,0.08,1,0,4.25,4,5,1,0,1,1,1.0,0,2,0.74,0,1,3.51,3,7,15.22
ENS028,PROG,Programmation,GL,3,3,5,5,0,0,2,0,0.67,298,0.25,1,0,4.0,3,5,2,0,1,1,1.0,2,3,0.55,4,1,4.27,1,9,20.79
ENS009,SEC,Securite Informatique,RT,5,5,3,4,1,0,-2,1,-0.33,348,0.08,1,0,4.25,3,5,2,0,2,2,0.5,3,1,0.54,3,1,2.82,1,11,18.84
ENS029,WEB_F,Developpement Web Front,WEB,2,2,2,1,2,0,0,-1,-0.33,165,0.42,0,0,1.75,1,2,0,1,1,3,0.67,3,3,0.88,2,2,3.84,4,5,26.08
ENS021,GESTION,Gestion de Projet,SUP,1,1,1,2,1,0,0,1,0.33,332,0.42,1,0,1.25,1,2,0,3,3,1,1.0,4,1,0.79,1,0,2.78,1,11,20.01
ENS026,PROG,Programmation,GL,4,3,5,4,2,-1,2,-1,0.0,236,0.0,1,0,4.0,3,5,1,0,2,2,0.5,4,1,0.91,2,1,2.55,3,7,24.15
ENS017,SEC,Securite Informatique,RT,4,4,3,4,1,0,-1,1,0.0,298,0.08,1,0,3.75,3,4,0,0,2,1,1.0,3,0,0.59,1,2,4.02,1,9,19.49
ENS012,BD,Bases de Donnees,INFO,1,2,3,1,1,1,1,-2,0.0,230,0.08,1,0,1.75,1,3,0,2,1,3,0.67,3,2,0.71,0,1,3.97,1,7,18.99
ENS013,PROG,Programmation,GL,4,3,4,3,0,-1,1,-1,-0.33,243,0.17,1,0,3.5,3,4,0,0,2,1,1.0,3,0,0.89,0,1,3.31,2,8,20.07
ENS002,PROG,Programmation,GL,3,5,3,4,0,2,-2,1,0.33,267,0.25,1,0,3.75,3,5,1,0,2,3,0.67,0,2,0.85,1,0,4.18,4,8,19.61
ENS017,PROG,Programmation,GL,4,2,3,3,3,-2,1,0,-0.33,338,0.08,1,0,3.0,2,4,0,0,2,2,0.5,5,3,0.91,1,1,4.04,2,11,26.63
ENS009,PROG,Programmation,GL,3,2,3,4,1,-1,1,1,0.33,66,0.08,0,0,3.0,2,4,0,0,3,3,0.67,3,3,0.85,0,0,4.01,2,2,21.27
ENS006,WEB_F,Developpement Web Front,WEB,1,1,1,1,3,0,0,0,0.0,259,0.33,1,0,1.0,1,1,0,4,3,3,0.67,2,0,0.76,0,1,3.91,1,8,17.12
ENS005,BD,Bases de Donnees,INFO,1,2,2,2,1,1,0,0,0.33,180,0.0,0,0,1.75,1,2,0,1,3,2,0.5,3,1,0.56,4,1,3.51,3,6,24.32
ENS012,RESEAU,Reseaux,RT,5,3,3,4,2,-2,0,1,-0.33,265,0.0,1,0,3.75,3,5,1,0,2,2,0.5,3,1,0.78,4,2,3.34,3,8,25.08
ENS003,GESTION,Gestion de Projet,SUP,2,2,2,3,0,0,0,1,0.33,211,0.08,1,0,2.25,2,3,0,0,3,1,1.0,5,3,0.73,2,1,4.03,1,7,25.21
ENS008,RESEAU,Reseaux,RT,1,2,3,2,3,1,1,-1,0.33,107,0.42,0,0,2.0,1,3,0,1,1,1,1.0,3,1,0.72,0,1,3.24,2,3,19.08
ENS003,GC_MAT,Matériaux,GC,4,4,2,2,3,0,-2,0,-0.67,228,0.42,1,1,3.0,2,4,0,0,1,1,1.0,2,2,0.89,2,2,4.36,2,7,22.17
ENS007,GC_MAT,Matériaux,GC,4,2,3,3,3,-2,1,0,-0.33,142,0.42,0,0,3.0,2,4,0,0,3,2,0.5,4,2,0.56,0,1,4.2,1,4,20.7
ENS012,WEB_B,Developpement Web Back,WEB,4,4,3,5,1,0,-1,2,0.33,234,0.42,1,0,4.0,3,5,1,0,2,2,0.5,0,2,0.75,0,2,3.13,2,7,13.01
ENS003,PROG,Programmation,GL,5,4,3,5,1,-1,-1,2,0.0,202,0.33,1,0,4.25,3,5,2,0,3,3,0.67,1,1,0.57,2,1,2.61,1,6,13.57
ENS013,WEB_B,Developpement Web Back,WEB,1,2,3,3,2,1,1,0,0.67,52,0.08,0,0,2.25,1,3,0,1,3,3,0.67,5,1,0.74,0,1,3.73,4,1,27.16
ENS004,GESTION,Gestion de Projet,SUP,2,2,3,3,2,0,1,0,0.33,276,0.33,1,0,2.5,2,3,0,0,1,2,0.5,2,1,0.93,0,2,4.06,3,9,21.27
ENS009,PROG,Programmation,GL,2,4,2,2,3,2,-2,0,0.0,357,0.17,1,0,2.5,2,4,0,0,2,3,0.67,1,2,0.71,2,0,2.6,3,11,17.25
ENS025,GC_STRU,Structure Batiment,GC,4,2,3,3,2,-2,1,0,-0.33,204,0.25,1,0,3.0,2,4,0,0,2,3,0.67,0,0,0.85,2,1,3.62,1,6,14.99
ENS030,PROG,Programmation,GL,3,2,4,3,1,-1,2,-1,0.0,59,0.17,0,0,3.0,2,4,0,0,2,3,0.67,3,3,0.69,0,1,4.37,2,1,21.19
ENS008,GC_STRU,Structure Batiment,GC,5,5,4,3,1,0,-1,-1,-0.67,351,0.25,1,1,4.25,3,5,2,0,1,1,1.0,3,2,0.91,0,0,3.41,4,11,23.37
ENS009,RESEAU,Reseaux,RT,2,2,2,1,4,0,0,-1,-0.33,133,0.0,0,0,1.75,1,2,0,1,1,3,0.67,4,3,0.78,4,1,3.29,3,4,26.98
ENS005,GC_MAT,Matériaux,GC,2,2,3,3,1,0,1,0,0.33,190,0.33,1,0,2.5,2,3,0,0,3,3,0.67,4,2,0.59,4,1,3.62,3,6,26.69
ENS028,WEB_F,Developpement Web Front,WEB,1,3,3,1,3,2,0,-2,0.0,84,0.17,0,0,2.0,1,3,0,2,2,2,0.5,4,2,0.95,3,0,3.61,1,2,24.47
ENS017,GESTION,Gestion de Projet,SUP,3,4,3,4,1,1,-1,1,0.33,359,0.08,1,0,3.5,3,4,0,0,3,1,1.0,2,3,0.54,0,0,4.48,2,11,18.66
ENS017,ANG,Anglais Technique,SUP,1,2,2,1,2,1,0,-1,0.0,231,0.42,1,0,1.5,1,2,0,2,3,3,0.67,2,3,0.59,4,1,3.29,4,7,23.53
ENS024,GC_MAT,Matériaux,GC,4,4,3,3,1,0,-1,0,-0.33,181,0.25,1,0,3.5,3,4,0,0,1,3,0.67,0,3,0.66,1,1,2.58,4,6,15.46
ENS028,SEC,Securite Informatique,RT,2,4,4,4,2,2,0,0,0.67,88,0.0,0,0,3.5,2,4,0,0,2,2,0.5,3,1,0.87,2,1,2.62,1,2,19.09
ENS029,BD,Bases de Donnees,INFO,1,1,1,3,1,0,0,2,0.67,226,0.08,1,0,1.5,1,3,0,3,2,3,0.67,3,3,0.92,1,1,4.08,2,7,22.76
ENS025,ALG,Algorithmique,GL,1,1,1,2,3,0,0,1,0.33,132,0.0,0,0,1.25,1,2,0,3,3,2,0.5,4,1,0.64,3,2,3.5,1,4,22.7
ENS009,SEC,Securite Informatique,RT,2,2,2,3,2,0,0,1,0.33,110,0.25,0,0,2.25,2,3,0,0,2,1,1.0,2,3,0.76,2,2,3.93,1,3,19.16
ENS007,GESTION,Gestion de Projet,SUP,1,1,3,3,1,0,2,0,0.67,330,0.42,1,0,2.0,1,3,0,2,2,3,0.67,2,2,0.54,3,1,3.27,4,11,22.24
ENS019,PROG,Programmation,GL,5,3,4,3,0,-2,1,-1,-0.67,357,0.42,1,1,3.75,3,5,1,0,3,2,0.5,2,1,0.75,1,0,2.56,3,11,18.37
ENS025,BD,Bases de Donnees,INFO,4,4,5,5,2,0,1,0,0.33,303,0.17,1,0,4.5,4,5,2,0,3,1,1.0,1,1,0.89,0,0,4.04,3,10,19.03
ENS003,BD,Bases de Donnees,INFO,3,3,3,2,2,0,0,-1,-0.33,358,0.0,1,0,2.75,2,3,0,0,2,2,0.5,1,0,0.54,0,0,4.34,2,11,16.38
ENS011,GC_STRU,Structure Batiment,GC,2,4,3,4,2,2,-1,1,0.67,118,0.0,0,0,3.25,2,4,0,0,2,1,1.0,2,3,0.69,3,2,4.08,1,3,20.11
ENS021,GESTION,Gestion de Projet,SUP,2,3,2,1,1,1,-1,-1,-0.33,252,0.25,1,0,2.0,1,3,0,1,1,1,1.0,1,0,0.62,2,2,2.95,4,8,19.0
ENS029,ANG,Anglais Technique,SUP,2,3,3,3,1,1,0,0,0.33,353,0.42,1,0,2.75,2,3,0,0,1,2,0.5,5,3,0.66,0,0,3.34,4,11,25.98
ENS014,ALG,Algorithmique,GL,2,1,1,1,4,-1,0,0,-0.33,308,0.25,1,0,1.25,1,2,0,3,1,3,0.67,0,1,0.55,0,2,3.9,1,10,12.05
ENS008,RESEAU,Reseaux,RT,3,2,1,3,4,-1,-1,2,0.0,311,0.08,1,0,2.25,1,3,0,1,2,3,0.67,4,0,0.81,3,0,4.01,2,10,26.07
ENS028,BD,Bases de Donnees,INFO,2,3,2,2,1,1,-1,0,0.0,269,0.33,1,0,2.25,2,3,0,0,3,2,0.5,1,2,0.64,0,2,4.44,3,8,18.58
ENS028,RESEAU,Reseaux,RT,3,3,3,2,2,0,0,-1,-0.33,125,0.0,0,0,2.75,2,3,0,0,1,1,1.0,1,1,0.78,0,0,4.33,4,4,20.56
ENS008,PROG,Programmation,GL,3,2,2,2,1,-1,0,0,-0.33,82,0.25,0,0,2.25,2,3,0,0,2,3,0.67,5,0,0.94,3,0,3.26,4,2,30.22
ENS012,PED,Pedagogie,SUP,5,3,5,4,1,-2,2,-1,-0.33,347,0.08,1,0,4.25,3,5,2,0,3,3,0.67,1,0,0.77,2,1,3.75,1,11,16.85
ENS013,PED,Pedagogie,SUP,4,5,4,3,1,1,-1,-1,-0.33,337,0.08,1,0,4.0,3,5,1,0,1,2,0.5,1,0,0.54,4,1,3.67,3,11,20.54
ENS006,PED,Pedagogie,SUP,1,2,1,1,2,1,-1,0,0.0,311,0.25,1,0,1.25,1,2,0,3,2,2,0.5,3,3,0.92,1,1,2.71,4,10,23.02
ENS028,ANG,Anglais Technique,SUP,2,3,1,3,0,1,-2,2,0.33,294,0.17,1,0,2.25,1,3,0,1,1,1,1.0,0,2,0.86,4,2,3.76,2,9,18.82
ENS016,PROG,Programmation,GL,2,2,3,4,1,0,1,1,0.67,168,0.17,0,0,2.75,2,4,0,0,2,1,1.0,5,3,0.69,0,1,3.65,2,5,23.75
ENS022,GESTION,Gestion de Projet,SUP,5,3,3,3,2,-2,0,0,-0.67,227,0.42,1,1,3.5,3,5,1,0,3,2,0.5,4,3,0.53,1,2,4.38,2,7,23.41
ENS009,GC_MAT,Matériaux,GC,2,2,3,3,2,0,1,0,0.33,142,0.08,0,0,2.5,2,3,0,0,1,1,1.0,5,3,0.58,2,1,3.97,3,4,27.34
ENS009,ALG,Algorithmique,GL,1,2,1,1,4,1,-1,0,0.0,312,0.25,1,0,1.25,1,2,0,3,1,2,0.5,4,0,0.74,0,0,3.18,3,10,22.56
ENS017,ANG,Anglais Technique,SUP,5,4,4,5,0,-1,0,1,0.0,60,0.42,0,0,4.5,4,5,2,0,2,2,0.5,0,1,0.69,4,1,3.66,3,2,19.27
ENS001,RESEAU,Reseaux,RT,3,2,3,4,0,-1,1,1,0.33,275,0.42,1,0,3.0,2,4,0,0,3,3,0.67,1,0,0.81,3,2,3.65,1,9,17.85
ENS009,ALG,Algorithmique,GL,1,3,2,1,2,2,-1,-1,0.0,275,0.0,1,0,1.75,1,3,0,2,1,3,0.67,3,0,0.67,0,1,4.32,4,9,23.99
ENS025,ANG,Anglais Technique,SUP,4,5,4,4,0,1,-1,0,0.0,179,0.0,0,0,4.25,4,5,1,0,1,1,1.0,3,1,0.54,4,0,2.53,2,5,20.76
ENS003,BD,Bases de Donnees,INFO,1,1,3,1,1,0,2,-2,0.0,145,0.42,0,0,1.5,1,3,0,3,1,3,0.67,1,2,0.88,2,0,4.48,1,4,18.86
ENS003,RESEAU,Reseaux,RT,2,2,2,1,3,0,0,-1,-0.33,276,0.08,1,0,1.75,1,2,0,1,1,1,1.0,4,3,0.56,4,2,3.44,2,9,24.68
ENS013,SEC,Securite Informatique,RT,5,4,4,3,0,-1,0,-1,-0.67,50,0.17,0,1,4.0,3,5,1,0,1,1,1.0,4,3,0.8,4,0,3.98,1,1,25.46
ENS028,WEB_B,Developpement Web Back,WEB,3,5,4,5,2,2,-1,1,0.67,174,0.08,0,0,4.25,3,5,2,0,3,2,0.5,3,0,0.77,3,2,4.07,2,5,23.99
ENS020,GC_STRU,Structure Batiment,GC,4,3,5,5,0,-1,2,0,0.33,298,0.17,1,0,4.25,3,5,2,0,2,1,1.0,1,0,0.89,3,2,3.8,3,9,21.55
ENS029,SEC,Securite Informatique,RT,4,4,4,3,1,0,0,-1,-0.33,328,0.17,1,0,3.75,3,4,0,0,2,2,0.5,1,1,0.59,2,0,2.85,3,10,17.15
ENS019,PROG,Programmation,GL,3,2,2,4,2,-1,0,2,0.33,354,0.0,1,0,2.75,2,4,0,0,2,1,1.0,0,3,0.62,2,0,2.66,4,11,16.42
ENS022,BD,Bases de Donnees,INFO,4,5,4,5,0,1,-1,1,0.33,259,0.42,1,0,4.5,4,5,2,0,1,2,0.5,2,3,0.89,3,1,2.97,1,8,18.89
ENS024,GC_MAT,Matériaux,GC,3,2,2,3,2,-1,0,1,0.0,127,0.08,0,0,2.5,2,3,0,0,2,2,0.5,4,0,0.86,0,0,4.19,1,4,22.18
ENS029,GC_STRU,Structure Batiment,GC,2,1,1,3,4,-1,0,2,0.33,160,0.17,0,0,1.75,1,3,0,2,2,3,0.67,1,0,0.69,0,2,3.19,1,5,13.33
ENS021,ANG,Anglais Technique,SUP,2,2,3,1,2,0,1,-2,-0.33,282,0.0,1,0,2.0,1,3,0,1,3,2,0.5,2,2,0.55,3,1,4.16,2,9,21.07
ENS023,RESEAU,Reseaux,RT,1,3,1,2,4,2,-2,1,0.33,63,0.33,0,0,1.75,1,3,0,2,1,1,1.0,3,2,0.85,2,0,4.44,2,2,24.13
ENS026,GESTION,Gestion de Projet,SUP,4,4,4,3,1,0,0,-1,-0.33,225,0.42,1,0,3.75,3,4,0,0,3,2,0.5,3,1,0.81,0,2,3.46,2,7,19.97
ENS006,PED,Pedagogie,SUP,4,5,5,5,1,1,0,0,0.33,169,0.08,0,0,4.75,4,5,3,0,2,3,0.67,4,2,0.91,0,0,2.88,1,5,19.81
ENS024,PROG,Programmation,GL,4,3,4,4,1,-1,1,0,0.0,167,0.08,0,0,3.75,3,4,0,0,1,1,1.0,1,2,0.69,1,1,3.21,4,5,18.87
ENS008,ANG,Anglais Technique,SUP,3,2,3,3,3,-1,1,0,0.0,272,0.25,1,0,2.75,2,3,0,0,1,1,1.0,2,1,0.92,3,0,3.5,3,9,23.1
ENS027,WEB_B,Developpement Web Back,WEB,1,2,1,3,2,1,-1,2,0.67,349,0.25,1,0,1.75,1,3,0,2,2,2,0.5,2,2,0.66,1,2,4.22,2,11,19.74
ENS006,RESEAU,Reseaux,RT,2,1,1,1,4,-1,0,0,-0.33,251,0.33,1,0,1.25,1,2,0,3,2,2,0.5,5,2,0.81,2,0,3.34,3,8,27.23
ENS023,ANG,Anglais Technique,SUP,1,2,1,1,3,1,-1,0,0.0,327,0.08,1,0,1.25,1,2,0,3,1,3,0.67,4,0,0.53,4,1,2.85,2,10,23.35
ENS029,WEB_B,Developpement Web Back,WEB,2,2,2,1,3,0,0,-1,-0.33,48,0.42,0,0,1.75,1,2,0,1,1,2,0.5,3,2,0.7,1,2,2.91,4,1,22.32
ENS011,PED,Pedagogie,SUP,3,1,2,3,2,-2,1,1,0.0,309,0.25,1,0,2.25,1,3,0,1,1,3,0.67,0,1,0.92,3,2,3.04,1,10,15.18
ENS017,WEB_B,Developpement Web Back,WEB,3,2,3,2,3,-1,1,-1,-0.33,214,0.42,1,0,2.5,2,3,0,0,1,3,0.67,2,0,0.63,3,1,2.98,1,7,17.61
ENS029,RESEAU,Reseaux,RT,1,1,2,2,3,0,1,0,0.33,265,0.17,1,0,1.5,1,2,0,2,1,2,0.5,1,1,0.57,4,1,3.21,2,8,18.27
ENS029,ANG,Anglais Technique,SUP,1,2,2,3,0,1,0,1,0.67,124,0.08,0,0,2.0,1,3,0,1,2,1,1.0,5,0,0.72,4,2,2.77,1,4,24.64
ENS028,GC_MAT,Matériaux,GC,1,3,1,3,3,2,-2,2,0.67,44,0.42,0,0,2.0,1,3,0,2,2,1,1.0,0,1,0.7,4,0,3.2,1,1,15.4
ENS011,RESEAU,Reseaux,RT,1,1,2,2,4,0,1,0,0.33,200,0.25,1,0,1.5,1,2,0,2,1,1,1.0,1,0,0.77,3,2,3.98,4,6,22.81
ENS016,SEC,Securite Informatique,RT,4,5,5,4,1,1,0,-1,0.0,163,0.42,0,0,4.5,4,5,2,0,2,2,0.5,2,1,0.77,2,1,4.18,4,5,24.21
ENS019,PED,Pedagogie,SUP,1,1,1,1,2,0,0,0,0.0,33,0.17,0,0,1.0,1,1,0,4,2,1,1.0,3,3,0.87,1,0,3.07,2,1,20.49
ENS025,RESEAU,Reseaux,RT,4,3,5,5,1,-1,2,0,0.33,94,0.42,0,0,4.25,3,5,2,0,3,3,0.67,0,2,0.51,0,0,2.68,3,3,12.41
ENS004,BD,Bases de Donnees,INFO,1,1,1,2,3,0,0,1,0.33,304,0.25,1,0,1.25,1,2,0,3,3,3,0.67,2,0,0.64,2,1,4.15,2,10,20.5
ENS020,BD,Bases de Donnees,INFO,2,1,2,1,1,-1,1,-1,-0.33,357,0.42,1,0,1.5,1,2,0,2,2,1,1.0,3,2,0.54,1,1,4.42,3,11,23.04
ENS005,RESEAU,Reseaux,RT,1,2,1,1,4,1,-1,0,0.0,108,0.42,0,0,1.25,1,2,0,3,3,3,0.67,2,3,0.84,3,1,2.57,4,3,22.34
ENS015,WEB_B,Developpement Web Back,WEB,2,3,1,3,3,1,-2,2,0.33,360,0.08,1,0,2.25,1,3,0,1,2,1,1.0,4,1,0.67,0,1,2.7,1,12,18.25
ENS004,SEC,Securite Informatique,RT,4,3,4,3,0,-1,1,-1,-0.33,189,0.33,1,0,3.5,3,4,0,0,3,2,0.5,2,3,0.5,2,1,3.63,3,6,20.26
ENS030,SEC,Securite Informatique,RT,5,4,5,4,2,-1,1,-1,-0.33,266,0.17,1,0,4.5,4,5,2,0,2,2,0.5,0,1,0.61,0,0,4.47,3,8,16.49
ENS006,WEB_B,Developpement Web Back,WEB,3,3,5,3,1,0,2,-2,0.0,352,0.0,1,0,3.5,3,5,1,0,2,1,1.0,3,3,0.57,2,0,2.55,2,11,18.95
ENS021,GC_STRU,Structure Batiment,GC,3,1,2,1,3,-2,1,-1,-0.67,333,0.17,1,1,1.75,1,3,0,2,1,2,0.5,1,1,0.51,1,1,4.43,1,11,15.91
ENS015,BD,Bases de Donnees,INFO,3,3,3,3,0,0,0,0,0.0,263,0.42,1,0,3.0,3,3,0,0,3,2,0.5,1,2,0.55,1,1,2.8,1,8,12.85
ENS024,PROG,Programmation,GL,5,5,4,3,0,0,-1,-1,-0.67,80,0.42,0,1,4.25,3,5,2,0,1,2,0.5,5,0,0.73,3,1,3.66,3,2,28.47
ENS012,SEC,Securite Informatique,RT,2,4,4,3,1,2,0,-1,0.33,194,0.33,1,0,3.25,2,4,0,0,2,1,1.0,2,2,0.79,4,2,3.18,3,6,22.81
ENS003,GC_STRU,Structure Batiment,GC,3,2,3,2,1,-1,1,-1,-0.33,177,0.08,0,0,2.5,2,3,0,0,3,2,0.5,1,2,0.61,4,2,3.09,4,5,21.23
ENS022,WEB_B,Developpement Web Back,WEB,3,1,2,2,4,-2,1,0,-0.33,183,0.42,1,0,2.0,1,3,0,1,1,2,0.5,5,0,0.76,3,2,2.88,4,6,28.56
ENS017,ALG,Algorithmique,GL,1,2,1,2,4,1,-1,1,0.33,197,0.17,1,0,1.5,1,2,0,2,1,3,0.67,4,0,0.89,1,2,3.18,3,6,24.31
ENS029,PROG,Programmation,GL,4,4,4,3,0,0,0,-1,-0.33,338,0.25,1,0,3.75,3,4,0,0,2,1,1.0,3,0,0.88,2,1,3.32,1,11,20.54
ENS010,BD,Bases de Donnees,INFO,3,3,2,2,2,0,-1,0,-0.33,57,0.17,0,0,2.5,2,3,0,0,1,3,0.67,1,2,0.64,0,0,3.42,3,1,16.54
ENS017,WEB_B,Developpement Web Back,WEB,1,2,1,2,2,1,-1,1,0.33,171,0.08,0,0,1.5,1,2,0,2,3,2,0.5,0,1,0.78,3,2,2.99,2,5,15.88
ENS009,GESTION,Gestion de Projet,SUP,2,1,1,1,2,-1,0,0,-0.33,167,0.17,0,0,1.25,1,2,0,3,2,3,0.67,4,0,0.78,2,1,2.55,3,5,23.5
ENS013,GC_STRU,Structure Batiment,GC,2,3,4,4,0,1,1,0,0.67,347,0.25,1,0,3.25,2,4,0,0,2,2,0.5,1,2,0.77,3,1,4.23,3,11,21.81
ENS009,GESTION,Gestion de Projet,SUP,4,3,3,3,0,-1,0,0,-0.33,163,0.17,0,0,3.25,3,4,0,0,2,3,0.67,2,1,0.69,1,0,2.89,2,5,17.23
ENS020,ALG,Algorithmique,GL,1,3,1,3,1,2,-2,2,0.67,53,0.33,0,0,2.0,1,3,0,2,1,1,1.0,5,0,0.6,3,1,2.88,1,1,23.26
ENS022,SEC,Securite Informatique,RT,2,3,4,3,1,1,1,-1,0.33,322,0.42,1,0,3.0,2,4,0,0,2,3,0.67,3,0,0.81,3,1,4.38,3,10,26.31
ENS019,BD,Bases de Donnees,INFO,1,1,1,2,1,0,0,1,0.33,335,0.33,1,0,1.25,1,2,0,3,1,1,1.0,4,0,0.8,3,0,4.08,1,11,24.66
ENS003,GC_MAT,Matériaux,GC,2,3,2,3,0,1,-1,1,0.33,335,0.08,1,0,2.5,2,3,0,0,2,2,0.5,4,2,0.72,1,2,4.25,2,11,24.1
ENS009,PED,Pedagogie,SUP,5,4,3,4,0,-1,-1,1,-0.33,218,0.42,1,0,4.0,3,5,1,0,3,1,1.0,0,2,0.85,2,2,3.06,4,7,18.37
ENS004,ALG,Algorithmique,GL,1,1,1,1,3,0,0,0,0.0,145,0.0,0,0,1.0,1,1,0,4,1,1,1.0,0,1,0.67,4,1,2.62,1,4,14.09
ENS014,ALG,Algorithmique,GL,2,1,3,2,1,-1,2,-1,0.0,216,0.17,1,0,2.0,1,3,0,1,2,1,1.0,2,0,0.78,0,2,4.36,4,7,22.62
ENS022,GC_MAT,Matériaux,GC,2,1,1,1,1,-1,0,0,-0.33,244,0.08,1,0,1.25,1,2,0,3,2,2,0.5,1,3,0.72,0,1,3.76,1,8,14.62
ENS019,RESEAU,Reseaux,RT,2,2,4,2,0,0,2,-2,0.0,121,0.42,0,0,2.5,2,4,0,0,2,2,0.5,4,0,0.59,2,2,3.68,3,4,24.81
ENS007,RESEAU,Reseaux,RT,5,5,4,4,0,0,-1,0,-0.33,220,0.08,1,0,4.5,4,5,2,0,2,2,0.5,5,1,0.54,3,2,4.37,1,7,25.94
ENS014,PED,Pedagogie,SUP,4,3,4,3,2,-1,1,-1,-0.33,206,0.25,1,0,3.5,3,4,0,0,1,1,1.0,3,1,0.93,1,1,3.59,1,6,20.33
ENS028,PROG,Programmation,GL,4,2,2,2,2,-2,0,0,-0.67,158,0.08,0,1,2.5,2,4,0,0,1,1,1.0,1,3,0.71,0,1,4.42,2,5,17.39
ENS027,GC_MAT,Matériaux,GC,3,4,4,3,1,1,0,-1,0.0,308,0.25,1,0,3.5,3,4,0,0,2,2,0.5,0,0,0.56,4,1,3.5,2,10,16.8
ENS009,BD,Bases de Donnees,INFO,1,2,3,1,2,1,1,-2,0.0,159,0.42,0,0,1.75,1,3,0,2,1,1,1.0,5,2,0.52,2,1,3.61,1,5,23.32
ENS019,GESTION,Gestion de Projet,SUP,1,2,2,1,3,1,0,-1,0.0,298,0.17,1,0,1.5,1,2,0,2,3,3,0.67,4,0,0.78,3,0,3.88,2,9,25.66
ENS029,PROG,Programmation,GL,4,5,4,3,0,1,-1,-1,-0.33,360,0.17,1,0,4.0,3,5,1,0,1,3,0.67,3,1,0.89,1,0,4.28,4,12,26.01
ENS028,PROG,Programmation,GL,3,3,5,3,1,0,2,-2,0.0,333,0.33,1,0,3.5,3,5,1,0,2,3,0.67,1,3,0.53,4,1,3.75,2,11,19.15
