teacher_id,competence_id,competence_code,department_id,unit_id,ref_month,date_t,current_observation,knowledge_difficulty_level,required_level,gap_next_3m,current_level_t3,current_level_t2,current_level_t1,current_level_t,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score,attendance_rate,evaluation_score,training_count,stagnation_months,need_count,source_type,source_id,data_origin,is_synthetic,institutional_verified,generation_seed,generator_version,dataset_version,created_at
SYN_T0100,6,C6,DEP_05,UP_04,2026-03,2026-03-31,2.66,1.0,3.0,0.145,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.111,1,1,3.0,3.0,3.0,0.0,0.0,4.0,8.0,0.615,2.0,0.0,0.494,0.0,0.0,2.311,15.0,0.0,0.372,0.494,,2,17.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-03-31
SYN_T0100,9,C9,DEP_05,UP_04,2026-03,2026-03-31,3.94,1.0,3.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,59.0,0.111,1,1,4.0,4.0,4.0,0.0,0.0,3.0,8.0,0.615,2.0,1.0,0.376,0.0,0.0,2.311,15.0,1.938,0.449,0.376,2.689,2,6.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-03-31
SYN_T0004,9,C9,DEP_04,UP_04,2026-04,2026-04-30,1.68,1.0,3.0,1.195,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,999.0,0.0,1,1,2.0,2.0,2.0,0.0,0.0,3.0,7.0,0.538,0.0,0.0,0.346,16.0,10.0,3.092,16.0,13.0,0.318,0.346,3.321,0,12.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0007,9,C9,DEP_02,UP_07,2026-04,2026-04-30,3.73,1.0,3.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,1.0,0.333,0.0,0.263,1,0,4.25,4.0,5.0,1.0,0.0,3.0,7.0,0.538,5.0,1.0,0.484,0.0,0.0,2.856,16.0,0.0,0.658,0.484,3.69,5,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0009,9,C9,DEP_04,UP_09,2026-04,2026-04-30,3.44,1.0,3.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,426.0,0.105,0,1,4.0,4.0,4.0,0.0,0.0,3.0,7.0,0.538,2.0,0.0,0.923,0.0,0.0,2.678,16.0,13.0,0.842,0.923,2.542,2,14.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0010,11,C11,DEP_05,UP_10,2026-04,2026-04-30,4.23,3.0,5.0,0.185,5.0,5.0,4.0,5.0,0.0,-1.0,1.0,0.0,181.0,0.053,1,0,4.75,4.0,5.0,3.0,0.0,5.0,7.0,0.538,1.0,2.0,0.446,10.0,8.0,2.176,16.0,5.946,0.463,0.446,2.807,1,0.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0011,1,C1,DEP_01,UP_11,2026-04,2026-04-30,2.04,2.0,4.0,1.934,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,120.0,0.105,0,1,2.0,2.0,2.0,0.0,0.0,3.0,8.0,0.615,2.0,0.0,1.0,16.0,11.0,3.215,16.0,3.942,0.771,1.0,3.525,2,18.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0013,11,C11,DEP_03,UP_01,2026-04,2026-04-30,3.41,3.0,5.0,1.282,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,89.0,0.105,0,1,4.0,4.0,4.0,0.0,0.0,5.0,7.0,0.538,2.0,0.0,0.869,16.0,12.0,2.737,16.0,2.924,0.798,0.869,2.811,2,3.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0014,4,C4,DEP_04,UP_02,2026-04,2026-04-30,2.86,2.0,4.0,1.089,3.0,3.0,2.0,3.0,0.0,-1.0,1.0,0.0,0.0,0.211,1,0,2.75,2.0,3.0,0.0,0.0,2.0,8.0,0.615,4.0,0.0,0.137,16.0,7.0,3.227,16.0,0.0,0.548,0.137,3.234,4,0.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0015,2,C2,DEP_05,UP_03,2026-04,2026-04-30,4.32,3.0,5.0,0.053,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,212.0,0.105,0,1,5.0,5.0,5.0,4.0,0.0,4.0,8.0,0.615,2.0,1.0,0.581,8.0,5.0,2.968,16.0,6.965,0.592,0.581,3.205,2,7.0,8.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0018,10,C10,DEP_03,UP_06,2026-04,2026-04-30,2.71,2.0,4.0,1.183,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,3.0,3.0,3.0,0.0,0.0,4.0,6.0,0.462,0.0,0.0,0.641,16.0,11.0,2.211,16.0,13.0,0.438,0.641,2.6,0,18.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0019,1,C1,DEP_04,UP_07,2026-04,2026-04-30,3.43,2.0,4.0,1.021,3.0,3.0,4.0,4.0,0.0,1.0,0.0,0.333,30.0,0.263,0,0,3.5,3.0,4.0,0.0,0.0,3.0,9.0,0.692,5.0,1.0,0.751,5.0,5.0,3.166,16.0,0.986,0.842,0.751,3.001,5,1.0,5.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0022,4,C4,DEP_02,UP_10,2026-04,2026-04-30,3.1,2.0,4.0,0.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,0.333,61.0,0.105,0,0,3.75,3.0,4.0,0.0,0.0,2.0,7.0,0.538,2.0,0.0,0.573,8.0,4.0,2.624,16.0,2.004,0.755,0.573,3.203,2,2.0,8.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0025,10,C10,DEP_05,UP_01,2026-04,2026-04-30,1.55,2.0,4.0,3.178,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,1.0,1.0,1.0,0.0,4.0,4.0,7.0,0.538,0.0,0.0,0.702,16.0,14.0,2.543,16.0,13.0,0.219,0.702,2.673,0,18.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0026,3,C3,DEP_01,UP_02,2026-04,2026-04-30,2.87,1.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,151.0,0.158,0,1,3.0,3.0,3.0,0.0,0.0,5.0,8.0,0.615,3.0,2.0,0.627,0.0,0.0,2.517,16.0,4.961,0.694,0.627,2.443,3,3.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0026,11,C11,DEP_01,UP_02,2026-04,2026-04-30,3.04,3.0,5.0,0.814,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.368,0,1,4.0,4.0,4.0,0.0,0.0,5.0,8.0,0.615,7.0,0.0,0.677,16.0,10.0,2.517,16.0,0.0,0.627,0.677,2.443,7,14.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0028,4,C4,DEP_03,UP_04,2026-04,2026-04-30,4.13,2.0,4.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,61.0,0.263,1,1,5.0,5.0,5.0,4.0,0.0,2.0,7.0,0.538,5.0,1.0,0.37,2.0,0.0,2.881,16.0,2.004,0.654,0.37,3.259,5,6.0,2.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0029,2,C2,DEP_04,UP_05,2026-04,2026-04-30,3.36,3.0,5.0,2.148,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,999.0,0.0,0,1,4.0,4.0,4.0,0.0,0.0,4.0,8.0,0.615,0.0,0.0,0.554,15.0,10.0,2.946,16.0,13.0,0.302,0.554,3.057,0,14.0,15.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0029,11,C11,DEP_04,UP_05,2026-04,2026-04-30,2.72,3.0,5.0,0.937,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,61.0,0.105,0,1,3.0,3.0,3.0,0.0,0.0,5.0,8.0,0.615,2.0,1.0,0.529,16.0,13.0,2.946,16.0,2.004,0.473,0.529,3.057,2,6.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0034,6,C6,DEP_04,UP_10,2026-04,2026-04-30,2.94,1.0,3.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,304.0,0.053,1,1,4.0,4.0,4.0,0.0,0.0,4.0,9.0,0.692,1.0,0.0,0.286,0.0,0.0,2.344,16.0,9.987,0.213,0.286,2.097,1,18.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0036,8,C8,DEP_01,UP_12,2026-04,2026-04-30,2.38,3.0,5.0,1.162,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,120.0,0.158,1,1,3.0,3.0,3.0,0.0,0.0,2.0,8.0,0.615,3.0,1.0,0.032,16.0,5.0,3.355,16.0,3.942,0.312,0.032,3.431,3,9.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0039,9,C9,DEP_04,UP_03,2026-04,2026-04-30,3.02,1.0,3.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,0.333,0.0,0.263,0,0,3.25,3.0,4.0,0.0,0.0,3.0,7.0,0.538,5.0,1.0,0.87,4.0,3.0,2.264,16.0,0.0,0.877,0.87,2.795,5,0.0,4.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0041,11,C11,DEP_01,UP_05,2026-04,2026-04-30,4.03,3.0,5.0,1.095,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,61.0,0.263,0,1,4.0,4.0,4.0,0.0,0.0,5.0,7.0,0.538,5.0,0.0,0.616,16.0,5.0,3.077,16.0,2.004,0.628,0.616,3.573,5,18.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0041,13,C13,DEP_01,UP_05,2026-04,2026-04-30,3.97,2.0,4.0,0.055,4.0,5.0,5.0,5.0,1.0,0.0,0.0,0.333,61.0,0.211,1,0,4.75,4.0,5.0,3.0,0.0,3.0,7.0,0.538,4.0,0.0,0.499,1.0,0.0,3.077,16.0,2.004,0.808,0.499,3.573,4,2.0,1.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0043,1,C1,DEP_03,UP_07,2026-04,2026-04-30,2.99,2.0,4.0,1.108,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,151.0,0.105,0,1,3.0,3.0,3.0,0.0,0.0,3.0,7.0,0.538,2.0,1.0,0.551,16.0,5.0,2.288,16.0,4.961,0.599,0.551,1.884,2,5.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0043,6,C6,DEP_03,UP_07,2026-04,2026-04-30,3.58,1.0,3.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,1.0,0.333,0.0,0.263,0,0,4.25,4.0,5.0,1.0,0.0,4.0,7.0,0.538,5.0,0.0,0.595,0.0,0.0,2.288,16.0,0.0,0.7,0.595,1.884,5,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0043,10,C10,DEP_03,UP_07,2026-04,2026-04-30,3.03,2.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.211,0,1,4.0,4.0,4.0,0.0,0.0,4.0,7.0,0.538,4.0,0.0,0.682,4.0,2.0,2.288,16.0,0.0,0.554,0.682,1.884,4,11.0,4.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0047,13,C13,DEP_02,UP_11,2026-04,2026-04-30,2.9,2.0,4.0,0.938,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,181.0,0.158,0,1,3.0,3.0,3.0,0.0,0.0,3.0,7.0,0.538,3.0,0.0,0.67,16.0,6.0,3.286,16.0,5.946,0.641,0.67,3.23,3,15.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0048,8,C8,DEP_03,UP_12,2026-04,2026-04-30,3.47,3.0,5.0,0.922,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,30.0,0.263,0,1,4.0,4.0,4.0,0.0,0.0,2.0,7.0,0.538,5.0,0.0,0.813,16.0,11.0,2.917,16.0,0.986,0.67,0.813,2.919,5,18.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0049,3,C3,DEP_04,UP_01,2026-04,2026-04-30,2.36,1.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,61.0,0.158,0,1,3.0,3.0,3.0,0.0,0.0,5.0,8.0,0.615,3.0,0.0,0.634,10.0,5.0,3.012,16.0,2.004,0.756,0.634,2.832,3,5.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0052,5,C5,DEP_02,UP_04,2026-04,2026-04-30,3.53,3.0,5.0,0.057,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,212.0,0.211,1,1,5.0,5.0,5.0,4.0,0.0,3.0,6.0,0.462,4.0,2.0,0.024,2.0,2.0,3.014,16.0,6.965,0.308,0.024,3.719,4,13.0,2.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0053,3,C3,DEP_03,UP_05,2026-04,2026-04-30,2.64,1.0,3.0,1.019,3.0,2.0,2.0,2.0,-1.0,0.0,0.0,-0.333,242.0,0.053,0,0,2.25,2.0,3.0,0.0,0.0,5.0,9.0,0.692,1.0,0.0,0.706,10.0,6.0,2.098,16.0,7.95,0.513,0.706,1.902,1,2.0,10.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0053,11,C11,DEP_03,UP_05,2026-04,2026-04-30,2.55,3.0,5.0,0.727,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,151.0,0.211,0,1,4.0,4.0,4.0,0.0,0.0,5.0,9.0,0.692,4.0,1.0,0.81,16.0,11.0,2.098,16.0,4.961,0.685,0.81,1.902,4,11.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0055,5,C5,DEP_05,UP_07,2026-04,2026-04-30,3.51,3.0,5.0,0.932,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,181.0,0.105,0,1,4.0,4.0,4.0,0.0,0.0,3.0,8.0,0.615,2.0,0.0,0.586,16.0,8.0,2.421,16.0,5.946,0.497,0.586,2.811,2,6.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0059,4,C4,DEP_04,UP_11,2026-04,2026-04-30,2.02,2.0,4.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,30.0,0.263,0,1,3.0,3.0,3.0,0.0,0.0,2.0,7.0,0.538,5.0,1.0,0.717,16.0,12.0,2.484,16.0,0.986,0.683,0.717,2.533,5,4.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0060,7,C7,DEP_05,UP_12,2026-04,2026-04-30,1.85,2.0,4.0,1.939,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,151.0,0.053,1,1,2.0,2.0,2.0,0.0,0.0,5.0,6.0,0.462,1.0,0.0,0.399,16.0,9.0,3.153,16.0,4.961,0.504,0.399,3.498,1,5.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0061,5,C5,DEP_01,UP_01,2026-04,2026-04-30,1.41,3.0,5.0,1.906,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,89.0,0.105,0,1,2.0,2.0,2.0,0.0,0.0,3.0,7.0,0.538,2.0,1.0,0.569,16.0,11.0,1.955,16.0,2.924,0.532,0.569,1.53,2,16.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0064,3,C3,DEP_04,UP_04,2026-04,2026-04-30,4.48,1.0,3.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,120.0,0.158,1,1,5.0,5.0,5.0,4.0,0.0,5.0,8.0,0.615,3.0,1.0,0.426,0.0,0.0,2.908,16.0,3.942,0.809,0.426,3.598,3,4.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0064,5,C5,DEP_04,UP_04,2026-04,2026-04-30,3.51,3.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,273.0,0.105,1,1,5.0,5.0,5.0,4.0,0.0,3.0,8.0,0.615,2.0,0.0,0.465,6.0,2.0,2.908,16.0,8.968,0.609,0.465,3.598,2,9.0,6.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0065,2,C2,DEP_05,UP_05,2026-04,2026-04-30,3.03,3.0,5.0,1.867,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,212.0,0.263,1,1,4.0,4.0,4.0,0.0,0.0,4.0,10.0,0.769,5.0,0.0,0.417,16.0,13.0,3.05,16.0,6.965,0.482,0.417,2.804,5,10.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0066,2,C2,DEP_01,UP_06,2026-04,2026-04-30,4.46,3.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,120.0,0.158,0,1,5.0,5.0,5.0,4.0,0.0,4.0,7.0,0.538,3.0,0.0,0.504,9.0,4.0,3.095,16.0,3.942,0.613,0.504,3.301,3,4.0,9.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0066,3,C3,DEP_01,UP_06,2026-04,2026-04-30,2.9,1.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,-1.0,1.0,0.0,89.0,0.105,1,0,2.75,2.0,3.0,0.0,0.0,5.0,7.0,0.538,2.0,2.0,0.399,13.0,9.0,3.095,16.0,2.924,0.502,0.399,3.301,2,0.0,13.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0066,7,C7,DEP_01,UP_06,2026-04,2026-04-30,2.43,2.0,4.0,0.835,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,242.0,0.053,0,1,3.0,3.0,3.0,0.0,0.0,5.0,7.0,0.538,1.0,0.0,0.502,16.0,10.0,3.095,16.0,7.95,0.556,0.502,3.301,1,8.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0068,3,C3,DEP_03,UP_08,2026-04,2026-04-30,2.33,1.0,3.0,0.148,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,89.0,0.158,1,1,3.0,3.0,3.0,0.0,0.0,5.0,7.0,0.538,3.0,2.0,0.234,1.0,0.0,2.554,16.0,2.924,0.422,0.234,2.577,3,11.0,1.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0071,2,C2,DEP_01,UP_11,2026-04,2026-04-30,3.78,3.0,5.0,0.126,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,212.0,0.158,0,1,4.0,4.0,4.0,0.0,0.0,4.0,6.0,0.462,3.0,0.0,0.928,16.0,10.0,2.039,16.0,6.965,0.761,0.928,2.071,3,7.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0073,12,C12,DEP_03,UP_01,2026-04,2026-04-30,2.49,1.0,3.0,0.137,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,151.0,0.316,1,1,3.0,3.0,3.0,0.0,0.0,2.0,7.0,0.538,6.0,1.0,0.429,0.0,0.0,2.42,16.0,4.961,0.637,0.429,2.339,6,4.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0077,6,C6,DEP_02,UP_05,2026-04,2026-04-30,1.63,1.0,3.0,0.017,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.105,0,1,2.0,2.0,2.0,0.0,0.0,4.0,7.0,0.538,2.0,0.0,0.701,16.0,7.0,2.492,16.0,0.0,0.661,0.701,2.679,2,18.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0078,13,C13,DEP_03,UP_06,2026-04,2026-04-30,2.82,2.0,4.0,0.0,5.0,5.0,4.0,4.0,0.0,-1.0,0.0,-0.333,151.0,0.263,1,0,4.5,4.0,5.0,2.0,0.0,3.0,8.0,0.615,5.0,2.0,0.374,4.0,4.0,2.75,16.0,4.961,0.593,0.374,2.882,5,1.0,4.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0080,3,C3,DEP_05,UP_08,2026-04,2026-04-30,4.22,1.0,3.0,0.0,4.0,4.0,4.0,5.0,0.0,0.0,1.0,0.333,0.0,0.211,0,0,4.25,4.0,5.0,1.0,0.0,5.0,6.0,0.462,4.0,1.0,0.637,0.0,0.0,2.646,16.0,0.0,0.839,0.637,2.897,4,0.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0081,13,C13,DEP_01,UP_09,2026-04,2026-04-30,3.21,2.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,61.0,0.158,0,1,4.0,4.0,4.0,0.0,0.0,3.0,9.0,0.692,3.0,1.0,0.853,3.0,3.0,2.908,16.0,2.004,0.775,0.853,2.43,3,5.0,3.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0082,4,C4,DEP_02,UP_10,2026-04,2026-04-30,2.2,2.0,4.0,1.077,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.053,0,1,2.0,2.0,2.0,0.0,0.0,2.0,7.0,0.538,1.0,1.0,0.551,16.0,10.0,2.352,16.0,0.0,0.41,0.551,2.379,1,18.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0084,13,C13,DEP_04,UP_12,2026-04,2026-04-30,3.49,2.0,4.0,0.173,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,120.0,0.263,0,1,5.0,5.0,5.0,4.0,0.0,3.0,7.0,0.538,5.0,0.0,0.883,1.0,0.0,2.584,16.0,3.942,0.816,0.883,2.435,5,4.0,1.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0085,9,C9,DEP_05,UP_01,2026-04,2026-04-30,1.39,1.0,3.0,1.852,2.0,1.0,1.0,1.0,-1.0,0.0,0.0,-0.333,89.0,0.158,1,0,1.25,1.0,2.0,0.0,3.0,3.0,6.0,0.462,3.0,0.0,0.428,16.0,9.0,2.242,16.0,2.924,0.586,0.428,2.663,3,2.0,16.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
SYN_T0086,1,C1,DEP_01,UP_02,2026-04,2026-04-30,4.13,2.0,4.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,89.0,0.158,0,1,5.0,5.0,5.0,4.0,0.0,3.0,8.0,0.615,3.0,3.0,0.798,0.0,0.0,2.822,16.0,2.924,0.799,0.798,2.84,3,6.0,0.0,synthetic_generator,demo_gen_seed42,SYNTHETIC,true,false,42,generator-synthetic-v1.0.0,synthetic-v1.0.0,2026-04-30
